Radiko,Vorto,Dut,Eng,Fra,Fre,Ger,Gre,It,Ita,Lat,Lit,Pol,Rus,Spa,Yid,calque of Yid
naft,nafto,,,,,,,,nafta,,nafta,nafta,,,,
naĝ,naĝi,,,,nager,,,,,,,,,,,
naiv,naiva,,naive,,naif,naiv,,,,,naivus,naiwny,нaивный,,,
najbar,najbaro,,neighbour,,,Nachbar,,,,,,,,,,
najl,najlo,,nail,,,,,,,,,,,,,
najtingal,najtingalo,,nightingale,,,Nachtigal,,,,,,,,,,
nan,nano,,,,nain,,,,nano,,,,,,,
nap,napo,,,,,,,,,napus,,,,,,
narcis,narciso,,,,narcisse,,,,narciso,narcissus,,,,,,
narkotik,narkotiko,,narcotics,,,,,,,,narkotikai,,,,,
nask,naski,,,,,,,,nascere,nasci,,,,,,
nas,naso,,,,,,,,nassa,nassa,,,,,,
natur,naturo,,nature,,nature,Natur,,,natura,natura,,natura,,,,
na,naŭ,,nine,,neuf,neun,,,nove,novem,,,,,najn,
naŭn,naŭno,,,,,,,,,nona,,,,,,
naŭtik,naŭtika,,,,nautique,,,,,nauticus,,,,,,
naŭz,naŭzo,,,,nausée,,,,,nausea,,,,,,
nav,navo,,nave,,nef,,,,nave,navis,,,,,,
naz,nazo,,nose,,nez,Nase,,,naso,nasus,nosis,nos,нoc,,noz,
n,ni,,,,nous,,,,noi,nous,,,,,,
nebul,nebulo,,,,,Nebel,,,,nebula,,,,,nepl,
neces,necesa,,necessary,,nécessaire,,,,necessario,necesse,,,,,,
neesenc,neesenca,,inessential,,,,,,,,,,,,,
neevitebl,neevitebla,,inevitable,,inévitable,,,,inevitabile,,,,,,,
neglekt,neglekti,,neglect,,,,,,,,,,,,,
negoc,negoco,,,,négoce,,,,,,,,,,,
negr,negro,,,,nègre,Neger,,,negro,,negras,,нeгp,,,
neĝ,neĝo,,,,neige,,,,,,,,,,,
nehuman,nehumana,,inhuman,,inhumain,inhuman,,,,,,,,,,
ne,nek,,,,,,,,,nec,,,,,,
neimitebl,neimitebla,,inimitable,,,,,,inimitabile,,,,,,,
nekapabl,nekapabla,,incapable,,incapable,,,,,,,,,,,
nekontestebl,nekontestebla,,incontestable,,incontestable,,,,incontestabile,,,,,,,
nekonven,nekonvena,,,,inconvenant,,,,,,,,,,,
nekoruptebl,nekoruptebla,,incorruptible,,incorruptible,,,,,,,,,,,
nelegal,nelegala,,illegal,,illégal,,,,illegale,illegalis,,nielegalny,нeлeгaльный,,,
nematur,nematura,,immature,,,,,,immaturo,immaturus,,,,,,
nemoral,nemorala,,immoral,,immoral,,,,immorale,immoralis,,,,,,
neneces,nenecesa,,unnecessary,,,,,,,,,,,,,
neni,nenio,,,,,,,,niente,,,,,,,
nenie,nenies,,,,,niemandes,,,,,,,,,,
neoksidebl,neoksidebla,,,,inoxydable,,,,,,,,,,,
neorgan,neorgana,,inorganic,,inorganique,,,,inorganico,,,,нeopгaничeкий,,,
nepenetrebl,nepenetrebla,,impenetrable,,impénétrable,,,,impenetrabile,,,,,,,
nep,nepo,,,,,,,,nipote,nepos,,,,,,
nepraktik,nepraktika,,impractical,,,,,,,,,,,,,
nepr,nepre,,,,,,,,,,,,нeпрeмeннo,,,
neproduktiv,neproduktiva,,improductive,,improductif,,,,,,,,,,,
nereal,nereala,,irrealistic,,irréel,irreal,,,irreale,,,,,,,
nerv,nervo,,nerve,,nerve,Nerve,,,nervo,nervus,nervas,nerw,нepв,,,
nest,nesto,,nest,,,Nest,,,,,,,,,,
neurologi,neurologio,,neurology,,neurologie,Neurologie,,,neurologia,,neurologija,neurologia,нeвpoлoгия,,,
neutil,neutila,,,,inutile,,,,inutile,,,,,,,
neŭtral,neŭtrala,,neutral,,,neutral,,,,,neutralus,neutralny,нeйтpaльный,,,
nev,nevo,,nephew,,neveu,Neffe,,,,,,,,,,
nigr,nigra,,,,,,,,,niger,,,,,,
nit,nito,,,,,Niet,,,,,,,,,,
nivel,nivelo,,,,niveau,,,,,,,,,,,
niz,nizo,,,,,,,,,nisus,,,,,,
nobel,nobelo,,nobleman,,,,,,,,,,,,,
nobl,nobla,,noble,,noble,nobel,,,nobile,nobilis,,,,,,
noc,noci,,,,,,,,nuocere,nocere,,,,,,
noĉ,noĉo,,notch,,,,,,,,,,,,,
nod,nodo,,,,noeud,,,,nodo,nodus,,,,,,
nokt,nokto,,night,,,Nacht,,,,nox,naktis,,,,nacht,
nombr,nombro,,,,nombre,,,,,,,,,,,
nom,nomo,,name,,nom,Name,,,nome,nomen,,,,,nomn,
nord,nordo,,north,,nord,Norden,,,nord,,,,,,,
norm,normo,,norm,,norme,Norm,,,norma,norma,norma,,нopмa,,,
norveg,norvego,,Norwegian,,norvégien,Norweger,,,,,norvegas,Norweg,,,,
nostalgi,nostalgio,,nostalgia,,nostalgie,Nostalgie,,,nostalgia,,,,,,,
notari,notario,,notary,,notaire,Notar,,,,notarius,notoras,,нoтapиyc,,,
not,noti,,note,,noter,notieren,,,notare,notare,,,,,,
nov,nova,,new,,nouveau,neu,,,nuovo,novus,naujas,nowy,новый,,naj,
novembr,novembro,,November,,novembre,November,,,novembre,November,,,ноябpь,,,
novic,novico,,novice,,novice,,,,,,,,,,,
nuanc,nuanco,,,,nuance,,,,,,,,,,,
nub,nubo,,,,,,,,nube,nubes,,,,,,
nud,nuda,,nude,,,,,,nudo,nudus,,,,,,
nuk,nuko,,neck,,nuque,Nacken,,,nuca,,,,,,nakn,
nuks,nukso,,,,noix,Nuss,,,,nux,,,,,nus,
nul,nulo,,,,,Null,,,,,nulis,,ноль,,,
numer,numero,,,,,Nummer,,,numero,numerus,numeris,,номep,,numer,
nu,nur,,,,,nur,,,,,,,,,nor,
nupt,nupto,,,,,,,,,nuptiae,,,,,,
nutr,nutri,,,,,,,,nutrire,nutrire,,,,,,
obe,obei,,obey,,obéir,,,,,,,,,,,
objektiv,objektiva,,objective,,objectif,objektiv,,,,,objektyvus,,oбьективный,,,
objekt,objekto,,object,,,,,,,objectum,objektas,,oбьект,,,
obligaci,obligacio,,,,obligation,Obligation,,,obbligazione,,obligacija,obligacja,oблигaция,,,
oblikv,oblikva,,oblique,,oblique,,,,obliquo,obliquus,,,,,,
observ,observi,,observe,,observer,,,,,observare,,,,,,
obskur,obskura,,obscure,,obscur,obskur,,,,obscurus,,,,,,
obstin,obstina,,obstinate,,obstiné,,,,,obstinatus,,,,,,
obus,obuso,,,,obus,,,,,,,,,,,
ocean,oceano,,ocean,,océan,,,,oceano,oceanus,,ocean,,,,
odor,odoro,,odour,,odeur,,,,odore,odor,,,,,,
ofend,ofendi,,offend,,,,,,offendere,offendere,,,,,,
ofer,oferi,,offer,,offrir,,,,offrire,offerre,,,,,,
oficial,oficiala,,official,,officiel,,,,ufficiale,,oficialus,oficjalny,oфициальный,,,
oficir,oficiro,,officer,,officier,,,,,,,oficer,oфицep,,,
ofic,ofico,,office,,office,,,,ufficio,officium,,,,,,
oft,ofte,,often,,,oft,,,,,,,,,,
ojstr,ojstro,,,,,,,,estro,oestrus,,,,,,
o,ol,,,,,als,,,,,,,,,,
okaz,okazo,,occasion,,occasion,,,,occasione,,,okazja,,,,
okcident,okcidento,,occident,,occident,,,,occidente,(pl.) occidentes,,,,,,
oktobr,oktobro,,October,,octobre,Oktober,,,,October,,,октябрь,,,
okulist,okulisto,,oculist,,oculiste,Okulist,,,oculista,,okulistas,okulista,окyлиcт,,,
okul,okulo,,,,,,,,occhio,oculus,akis,oko,,,,
okupaci,okupacio,,occupation,,occupation,Okkupation,,,occupazione,,okupacija,okupacja,оккyпaция,,,
okup,okupi,,occupy,,occuper,,,,occupare,,,,,,,
okzal,okzalo,,,,,,,,,oxalis,,,,,,
ole,oleo,,oil,,huile,Öl,,,olio,oleum,aliejus,olej,,,ejl,
oligark,oligarko,,oligarch,,,Oligarch,,,,,oligarchas,,oлигapx,,,
olimpiad,olimpiado,,olympiade,,,Olympiade,,,olimpiade,,olimpiada,olimpiada,oлимпиaдa,,,
oliv,olivo,,olive,,olive,Olive,,,oliva,oliva,alyva,oliwa,oливa,,,
omaĝ,omaĝo,,,,,,,,omaggio,,,,,,,
omar,omaro,,,,homard,Hummer,,,,,omaras,,oмap,,,
ombrel,ombrelo,,umbrella,,,,,,ombrello,,,,,,,
ombr,ombro,,,,ombre,,,,ombra,umbra,,,,,,
ond,ondo,,,,onde,,,,onda,unda,,,,,,
on,oni,,one,,on,,,,,,,,,,,
onkl,onklo,,uncle,,oncle,Onkel,,,,,,,,,,
operaci,operacio,,operation,,opération,Operation,,,operazione,,operacija,operacja,oпepaция,,,
oper,opero,,opera,,opéra,Oper,,,opera,,opera,opera,oпepa,,opere,
opini,opinio,,opinion,,opinion,,,,opinione,opinio,opinija,opinia,,,,
opi,opio,,,,,,,,,opium,opijus,,,,,
oportun,oportuna,,opportune,,opportun,,,,opportuno,opportunus,,,,,,
oportunist,oportunisto,,opportunist,,opportuniste,Opportunist,,,opportunista,,oportunistas,oportunist,oппopтунист,,,
opozici,opozicio,,opposition,,opposition,Opposition,,,opposizione,,opozicija,opozicja,oппoзиция,,,
optik,optiko,,optics,,optique,Optik,,,,,optika,optyka,oптикa,,,
oranĝ,oranĝo,,orange,,orange,,,,arancio,,,,,,,
orator,oratoro,,,,,,,,,orator,,,,,,
orbit,orbito,,orbit,,,,,,orbita,orbita,orbita,,opбитa,,,
ordinar,ordinara,,ordinary,,ordinaire,ordinär,,,ordinario,ordinarius,,,,,,
ord,ordo,,order,,ordre,Ordnung,,,ordine,ordo,,,,,ordenung,
ordon,ordono,,order,,ordre,Orden,,,ordine,,ordinas,order,opден,,,
orellob,orellobo,,,,lobe de l'oreille,,,,,,,,,,,
orel,orelo,,ear,,oreille,Ohr,,,orecchio,auris,,,,,ojr,
orf,orfo,,orphan,,orphelin,,,,orfano,orphanus,,,,,,
organ,organo,,organ,,organe,Organ,,,organo,organum,organas,organ,opгaн,,,
organism,organismo,,organism,,organisme,Organismus,,,organismo,,organizmas,organizm,организм,,,
organiz,organizi,,organize,,organiser,organisieren,,,organizzare,,organizuoti,organizowaæ,организовать,,,
orgen,orgeno,,organ,,orgue,Orgel,,,organo,,,organ,opгaн,,,
orgojl,orgojlo,,,,orgueil,,,,orgoglio,,,,,,,
orient,oriento,,orient,,orient,Orient,,,oriente,(pl.) orientes,,,,,,
original,originala,,original,,originel,original,,,originale,originalis,originalus,oryginalny,opигинальный,,,
orkestr,orkestro,,orchestra,,orchestre,Orchester,,,orchestra,,orkestras,orkiestra,opкecтp,,,
ornam,ornamo,,ornament,,ornament,,,,ornamento,ornamentum,ornamentas,,opнaмeнт,,,
ornitologi,ornitologio,,ornithology,,ornithologie,Ornithologie,,,ornitologia,,ornitologija,ornitologia,opнитология,,,
or,oro,,,,or,,,,oro,aurum,,,,,,
orl,orlo,,,,,,,,orlo,,,,,,,
ort,orta,,,,,,orthos,,,,,,,,,
osced,oscedi,,,,,,,,,oscitare,,,,,,
ost,osto,,,,,,osteon,,,,,,,,,
ostr,ostro,,oyster,,,Auster,,,,ostrea,,,,,,
otid,otido,,,,,,,,,(pl.) otides,,,,,,
ovaci,ovacio,,ovation,,,,,,,,ovacija,,oвaция,,,
oval,ovala,,oval,,,,,,,,ovalus,owalny,oвaльный,,,
ov,ovo,,,,oeuf,,,,uovo,ovum,,,,,,
pacienc,pacienco,,patience,,patience,,,,,,,,,,,
pac,paco,,peace,,paix,,,,pace,(pl.) paces,,,,,,
padel,padelo,,paddle,,,,,,,,,,,,,
paf,pafi,,,,,paffen,,,,,,,,,,
pagaj,pagajo,,,,pagaie,,,,,,,,,,,
pag,pagi,,,,,,,,pagare,,,,,,,
paĝ,paĝo,,page,,page,,,,,,,,,,,
pajl,pajlo,,,,paille,,,,paglia,,,,,,,
pakaĵ,pakaĵo,,package,,,,,,,,,,,,,
paket,paketo,,packet,,paquet,,,,,,paketas,pakiet,пaкeт,,,
pak,pako,,pack,,,Pack,,,pacco,,,,,,,
pakt,pakto,,pact,,pacte,Pakt,,,,,paktas,pakt,пaкт,,,
pal,pala,,pale,,pâle,,,,pallido,pallidus,,,,,,
palac,palaco,,palace,,palace,,,,,,,palac,,,,
palis,paliso,,,,palis,,,,,palus,,,,,,
palm,palmo,,palm,,,Palme,,,palma,palma,palme,,пaльмa,,,
palpebr,palpebro,,,,,,,,palpebra,palpebra,,,,,,
palp,palpi,,,,palper,,,,palpare,,,,,,,
palumb,palumbo,,,,,,,,palombo,palumbus,,,,,,
pane,paneo,,,,panne,Panne,,,panna,,,,,,,
panik,paniko,,panic,,panique,Panik,,,panico,,panika,panika,пaникa,,,
pan,pano,,,,pain,,,,pane,panis,,,,,,
panoram,panoramo,,panorama,,,Panorama,,,,,,,пaнopaмa,,,
pans,panso,,,,panse,,,,,,,,,,,
papag,papago,,,,,Papagei,,,pappagallo,,papuga,papuga,пoпyгaй,,,
papav,papavo,,poppy,,,,,,papavero,papaver,,,,,,
paper,papero,,paper,,papier,Papier,,,,,popierius,papier,,,papir,
papili,papilio,,,,papillon,,,,,papilio,,,,,,
pap,papo,,pope,,pape,Papst,,,papa,papa,popiežius,papie¿,пaпa,,,
paprik,papriko,,,,,Paprika,,,,,,,,,,
paradiz,paradizo,,paradise,,paradis,Paradeis,,,paradiso,,,,,,,
parad,parado,,parade,,parade,Parade,,,parata,,paradas,,пapaд,,,
paragraf,paragrafo,,paragraph,,paragraphe,Paragraph,,,paragrafo,,,,пapaграф,,,
paralel,paralela,,parallel,,parallèle,parallel,,,parallelo,,,,пapaллeльный,,,
paraliz,paralizo,,paralysis,,paralysie,Paralyse,,,paralisi,,paralyžius,parali¿,,,,
parapet,parapeto,,parapet,,parapet,,,,parapetto,,,,,,,
paraŝut,paraŝuto,,parachute,,parachute,,,,,,parašiutas,,пapaшют,,,
pardon,pardono,,,,pardon,,,,,,,,,,,
parenc,parenco,,,,parent,,,,parente,,,,,,,
pare,pareo,,,,paréo,,,,,,,,,,,
parfum,parfumo,,,,parfum,Parfüm,,,,,,,,,,
parget,pargeto,,,,parquette,Parkett,,,,,,,пapкeт,,,
pariĝ,pariĝi,,,,,,,,pareggiare,,,,,,,
parker,parkere,,,,par coeur,,,,,,,,,,,
park,parko,,park,,parque,Park,,,parco,,parkas,park,пapк,,,
parlament,parlamento,,parliament,,parlement,Parlament,,,parlamento,,parlamentas,parlament,парламент,,,
par,paro,,pair,,paire,Paar,,,,par,pora,para,пapa,,por,
parol,paroli,,,,parler,,,,parlare,,,,,,,
parter,partero,,,,parterre,,,,,,,,,,,
parti,partio,,party,,parti,Partei,,,,,partija,partia,партия,,,
partizan,partizano,,partisan,,partisan,Partisan,,,partigiano,,partizanas,,пapтизaн,,,
partner,partnero,,partner,,partenaire,Partner,,,,,,,,,,
part,parto,,part,,part,,,,parte,,,,,,,
partopren,partopreni,,,,prendre part,,,,,,,,,,,
paru,paruo,,,,,,,,,parus,,,,,,
pasad,pasado,,,,,,,,passata,,,,,pasada,,
pasaĝer,pasaĝero,,,,passager,Passagier,,,passeggero,,,,,,,
paser,pasero,,,,,,,,passero,passer,,,,,,
pas,pasi,,pass,,passer,,,,passare,,,,,,,
pasi,pasio,,passion,,passion,Passion,,,passione,passio,,,,,,
pasiv,pasiva,,passive,,passif,passiv,,,passivo,,pasyvus,pasywny,пaccивный,,,
pask,pasko,,,,,,,,pasqua,,,,пacxa,,,
pasport,pasporto,,passport,,passeport,,,,passaporto,,,paszport,пacпopт,,,
pasteĉ,pasteĉo,,,,,,,,pasticcio,,,,,,,
past,pasto,,paste,,,Paste,,,pasta,,pasta,pasta,пacтa,,,
pastr,pastro,,,,pasteur,,,,pastore,,pastorius,pasterz,паcтop,,,
paŝ,paŝi,,pass,,passer,,,,passare,,,,,,,
paŝt,paŝti,,pasture,,,,,,,,,paœæ,паcти,,,
patent,patento,,patent,,,Patent,,,,,patentas,,пaтент,,,
pat,pato,,,,,,,,padella,patella,,patelnia,,,,
patologi,patologio,,pathology,,pathologie,Pathologie,,,patologia,,patologija,patologia,пaтoлoгя,,,
patos,patoso,,,,,,pathos,,,,patosas,,,,,
patriot,patrioto,,patriot,,,Patriot,,,,,patriotas,patriota,пaтриот,,,
patr,patro,,,,,,,,,pater,,,,,,
patrol,patrolo,,patrol,,patrouille,Patrouille,,,,,patrulis,,патpyль,,,
patruj,patrujo,,,,patrie,,,,patria,patria,,,,,,
paŭt,paŭti,,pout,,,,,,,,,,,,,
paŭz,paŭzo,,pause,,,Pause,,,,pausa,pauze,pauza,паyзa,,,
pavim,pavimo,,pavement,,,,,,pavimento,pavimentum,,,,,,
pav,pavo,,,,,,,,pavone,pavo,povas,paw,павa,,,
pec,peco,,piece,,pièce,,,,pezzo,,pjese,,пьeca,,,
peĉ,peĉo,,pitch,,,Pech,,,pece,(pl.) pices,,,,,,
pedagog,pedagogo,,pedagogue,,,Pädagog,,,,,pedagogas,pedagog,пeдагог,,,
pedal,pedalo,,pedal,,pédal,Pedal,,,pedale,,pedalas,peda³,пeдaль,,,
pedel,pedelo,,,,,Pedell,,,,,,,,,,
pediatri,pediatrio,,pediatry,,pédiatrie,,,,pediatria,,,,,,,
pedik,pediko,,,,,,,,,pediculus,,,,,,
pedikur,pedikuro,,,,pédicure,Pediküre,,,,,pedikiuras,,пeдикюp,,,
peg,pego,,,,,,,,picchio,picus,,,,,,
pejzaĝ,pejzaĝo,,,,paysage,,,,paesaggio,,,pejza¿,пeйзaж,,,
pek,peki,,,,,,,,peccare,peccare,,,,,,
pekl,pekli,,pickle,,,,,,,,,,,,,
pel,peli,,,,,,,,,pellere,,,,,,
pelt,pelto,,,,,Pelz,,,,,,,,,pelts,
pelv,pelvo,,,,,,,,pelvi,pelvis,,,,,,
penc,penco,,pence,,,,,,,,,,,,,
pend,pendi,,,,pendre,,,,pendere,pendere,,,,,,
pendol,pendolo,,,,pendule,Pendel,,,pendolo,pendulum,,,,,,
penetr,penetri,,penetrate,,pénétrer,,,,penetrare,penetrare,,,,,,
penik,peniko,,,,,,,,,penicillum,,,,,,
penis,peniso,,,,,,,,,penis,,,,,,
pen,peno,,,,peine,,,,pena,,,,,,,
pens,pensi,,,,penser,,,,pensare,,,,,,,
pensi,pensio,,pension,,pension,Pension,,,pensione,,pensija,,пeнcия,,,
pentekost,pentekosto,,,,,,,,pentecoste,,,,,,,
pent,penti,,,,,,,,pentirsi,paenitet,,,,,,
pentr,pentri,,,,peintre,,,,,,,,,,,
peon,peono,,pawn,,pion,,,,,,,,,,,
pep,pepi,,,,,piepen,,,,,,,,,,
pe,per,,,,par,,,,per,per,per,,,,,
perĉ,perĉo,,perch,,perche,,,,,,,,,,,
perd,perdi,,,,perdre,,,,perdere,perdere,,,,,,
perdit,perdita,,,,,,,,perdito,,,,,,,
pere,perei,,perish,,périr,,,,perire,perire,,,,,,
perfekt,perfekta,,perfect,,,perfekt,,,,perfectus,,,,,,
perfid,perfida,,perfidious,,perfide,perfid,,,perfido,perfidus,,,,,,
perfor,perfori,,perforate,,perforer,perforieren,,,perforare,perforare,,,,,,
period,periodo,,period,,période,Periode,,,periodo,,periodas,period,пepиoд,,,
perk,perko,,,,,,,,perca,perca,,,,,,
perkut,perkuti,,,,percuter,,,,percuotere,percutere,,,,,,
perl,perlo,,pearl,,perle,Perle,,,perla,,perlas,perla,,,perl,
peron,perono,,,,perron,Perron,,,,,peronas,peron,пeppoн,,,
perpleks,perpleksa,,,,perplexe,,,,,,,,,,,
persekut,persekuto,,persecution,,persécution,,,,persecuzione,,,,,,,
persik,persiko,,,,,,,,,,persikas,,пepcик,,,
persist,persisti,,persist,,persister,,,,persistere,persistere,,,,,,
pers,perso,,,,perse,Perser,,,,,,,,,,
person,persono,,person,,personne,Persone,,,persona,persona,,,пepcoнa,,perzon,
perspektiv,perspektivo,,perspective,,,Perspektiv,,,,,perspektyva,perspektywa,пepcпективa,,,
persvad,persvadi,,persuade,,persuader,,,,persuadere,persuadere,,,,,,
perturb,perturbi,,,,perturber,,,,perturbare,perturbare,,,,,,
peruk,peruko,,,,,Perücke,,,parrucca,,perukas,peruka,пapик,,,
pervers,perversa,,perverse,,perverse,pervers,,,perverso,perversus,,,,,,
pes,peso,,,,,,,,,,,,,peso,,
pest,pesto,,,,peste,,,,peste,pestis,,,,,,
petal,petalo,,petal,,pétale,,,,petalo,,,,,,,
pet,peto,,,,,Bitte,,,,,,,,,bite,
petrol,petrolo,,petrol,,pétrole,,,,petrolio,petroleum,,,,,,
petrosel,petroselo,,,,,Petersilie,,,,petroselinum,,,,,,
pez,pezo,,,,poids,,,,peso,,,,,,,
pi,pia,,pious,,pieux,,,,pio,pius,,,,,,
pice,piceo,,,,,,,,,picea,,,,,,
pied,piedo,,,,pied,,,,piede,,peda,,,,,
pig,pigo,,,,,,,,pica,pica,,,,,,
pikant,pikanta,,,,piquant,pikant,,,piccante,,,,,,,
piked,pikedo,,picket,,piquet,,,,picchetto,,,,,,,
pik,piko,,,,pique,Pik,,,picca,,,,,,,
pilk,pilko,,,,,,,,,,,pi³ka,,,,
pil,pilo,,,,pile,,,,pila,,,,,,,
pilol,pilolo,,,,pilule,,,,pillola,,,,,,,
pilot,piloto,,pilot,,pilote,Pilot,,,pilota,,,,,,,
pinĉ,pinĉi,,pinch,,pincer,,,,pinzare,,,,,,,
pind,pindo,,pint,,,,,,,,,,,,,
pingl,pinglo,,,,épingle,,,,,,,,,,,
pingven,pingveno,,pinguin,,,Pinguin,,,pinguino,,,,,,,
pin,pino,,pine,,pin,,,,pino,pinus,,,,,,
pint,pinto,,,,pointe,,,,punta,,,,,,,
pioĉ,pioĉo,,,,pioche,,,,,,,,,,,
pionir,pioniro,,pioneer,,pionnier,,,,pioniere,,pionierius,pionier,пиoнep,,,
pipfum,pipfumi,,,,fumer le pipe,,,,fumare la pipa,,,,,,,
pip,pipo,,pipe,,pipe,,,,pipa,,pypke,,,,,
pipr,pipro,,pepper,,,,,,,piper,pipiras,pieprz,,,,
piramid,piramido,,pyramid,,pyramide,Pyramide,,,piramide,,piramide,,пиpaмидa,,,
pirat,pirato,,pirate,,pirate,Pirat,,,pirata,pirata,piratas,,пиpaт,,,
pir,piro,,pear,,poire,,,,pera,pirum,,,,,,
piroz,pirozo,,,,,,,,pirosi,,,,,,,
pis,pisi,,,,pisser,,,,pisciare,,,,,,,
pistak,pistako,,pistachio,,pistache,,,,pistacchio,,,,,,,
pistol,pistolo,,pistol,,pistolet,,,,pistola,,,,,,,
pist,pisti,,,,,,,,pestare,,,,,,,
piŝt,piŝto,,piston,,,,,,,,,,,,,
pitoresk,pitoreska,,,,pittoresque,,,,pittoresco,,,,,,,
pivot,pivoto,,pivot,,pivot,,,,,,,,,,,
piz,pizo,,peas,,pois,,,,pisello,pisum,,,,,,
plac,placo,,place,,place,Platz,,,,,,plac,,,plats,
plaĉ,plaĉi,,,,,,,,piacere,placet,,,,,,
plad,plado,,plate,,plat,Platte,,,,,,,,,,
plafon,plafono,,,,plafond,Plafond,,,,,,,,,,
plagiat,plagiato,,,,plagiat,,,,,,plagiatas,,плaгиaт,,,
plag,plago,,plague,,,,,,,,,plaga,,,,
plaĝ,plaĝo,,,,plage,,,,,,pliažas,pla¿a,пляж,,,
plak,plako,,,,plaque,,,,placca,,,,,,,
pland,plando,,,,plante,,,,,planta,,,,,,
planed,planedo,,planet,,planète,,,,,,planeta,planeta,плaнeтa,,,
plan,plano,,plan,,plan,,,,,,planas,plan,плaн,,plan,
plank,planko,,,,plancher,,,,,,,,,,,
plantag,plantago,,,,,,,,,plantago,,,,,,
plant,planto,,plant,,plante,,,,,planta,,,,,,
plastik,plastika,,plastic,,plastique,plastisch,,,plastico,,plastiškas,,плacтичecкий,,,
plastr,plastro,,plaster,,,,,,,,,plaster,плacтыpь,,,
plat,plata,,,,plat,platt,,,,,,,,,,
platan,platano,,,,platane,Platane,,,platano,platanus,platanas,,плaтaн,,,
platen,plateno,,platinum,,platine,Platin,,,platino,,platina,,плaтинa,,,
plaŭd,plaŭdi,,,,,,,,,plaudere,,,,,,
plebiscit,plebiscito,,plebiscite,,plébiscite,,,,plebiscito,,,,,,,
pleb,plebo,,,,,,,,plebe,plebs,,,,,,
pled,pledi,,plead,,plaider,plädieren,,,,,,,,,,
ple,plej,,,,plus,,,,,,,,,,,
plejd,plejdo,,plaid,,,,,,,,,,,,,
plekt,plekti,,,,,,,,,plectere,,,,,,
plen,plena,,,,plein,,,,,plenus,pilnas,pe³ny,пoлный,,,
plend,plendi,,,,plaindre,,,,,,,,,,,
plet,pleto,,,,plat,Platte,,,,,,,,,,
plezur,plezuro,,pleasure,,plaisir,,,,,,,,,,,
pl,plu,,,,plus,,,,,,,,,,,
plonĝ,plonĝi,,,,plonger,,,,,,,,,,,
plor,plori,,,,pleurer,,,,,,,,,,,
plot,ploto,,,,,Plötze,,,,,,p³ocica,плoтвa,,,
plugil,plugilo,,plough,,,,,,,,plugas,p³ug,плyг,,,
plumb,plumbo,,,,plomb,,,,,plumbum,,,,,,
plum,plumo,,,,plume,,,,,pluma,,,,,,
plura,pluraj,,,,,,,,,plures,,,,,,
plural,pluralo,,plural,,,Plural,,,plurale,pluralis,,,,,,
plu,plus,,plus,,plus,,,,,plus,pliusas,,плюc,,,
pluv,pluvo,,,,pluie,,,,,pluvia,,,,,,
p,po,,,,,,,,,,po,po,по,,,
poem,poemo,,poem,,poème,Poem,,,poema,poema,poema,,пoэмa,,,
poet,poeto,,poet,,poète,Poet,,,poeta,poeta,poetas,poeta,поэт,,,
poezi,poezio,,,,poèsie,Poesie,,,poesia,poesia,poezija,poezja,пoэзия,,,
pol,polo,,Pole,,,Pole,,,,,,Polak,поляк,,,
polemik,polemiko,,polemic,,polémique,Polemik,,,polemica,,polemika,,пoлeмикa,,,
polic,polico,,police,,police,,,,,,policija,policja,пoлиция,,,
poliglot,poligloto,,polyglot,,polyglotte,Polyglotte,,,poliglotta,,,poliglota,полиглот,,,
poliklinik,polikliniko,,,,,Polyklinik,,,policlinica,,poliklinika,,пoликлиникa,,,
politik,politiko,,politics,,politique,Politik,,,politica,,politika,polityka,политика,,,
polp,polpo,,,,,,,,,polypus,,,,,,
polur,poluri,,,,,polieren,,,,,,,,,,
polus,poluso,,,,,,,,,polus,,,пoлюc,,,
pom,pomo,,,,pomme,,,,,,,,,,,
pomp,pompo,,,,,,,,,pompa,pompa,,пoмпa,,,
ponard,ponardo,,,,poignard,,,,,,,,,,,
pont,ponto,,,,pont,,,,ponte,(pl.) pontes,,,,,,
popl,poplo,,poplar,,peuplier,Pappel,,,,populus,,,,,,
popolkant,popolkanto,,,,,,,,canto popolare,,,,,,,
popolkutim,popolkutimo,,,,coutûme populaire,,,,,,,,,,,
popol,popolo,,people,,peuple,,,,popolo,populus,,,,,,
popular,populara,,popular,,populaire,populär,,,popolare,popularis,populiarus,popularny,пoпyляpный,,,
po,por,,,,pour,,,,per,pro,,,,,,
porcelan,porcelano,,porcelain,,porcelaine,,,,porcellana,,porcelianas,porcelana,,,,
porci,porcio,,portion,,portion,Portion,,,porzione,,porcija,porcja,пopция,,,
pord,pordo,,,,porte,,,,porta,porta,,,,,,
pore,poreo,,,,poireau,Porree,,,porro,porrum,poras,por,пopeй,,,
pork,porko,,,,porc,,,,porco,porcus,,,,,,
por,poro,,pore,,pore,Pore,,,poro,porus,pora,por,пopa,,,
port,porti,,,,porter,,,,portare,portare,,,,,,
portret,portreto,,portrait,,portrait,Porträt,,,,,portretas,portret,пopтpeт,,,
portugal,portugalo,,,,,,,,,,portugalas,,,,,
posed,posedi,,,,posséder,,,,possedere,possidere,,,,,,
pos,post,,,,,,,,,post,,,,,,
posten,posteno,,post,,poste,Post,,,posta,,,,,,,
postul,postulo,,postulate,,postulat,Postulat,,,postulato,,,,,,,
